carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
Saloon,Beige,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,49900,km,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Safenwil,null,ASTON MARTIN,null,39000,km,LAGONDA Shooting Brake,ASTON MARTIN LAGONDA Shooting Brake,null,car,null,null,null
Saloon,Gray,Occasion,null,null,Zuzwil,null,LANCIA,null,155000,km,Delta HF Integrale Evo,LANCIA Delta HF Integrale Evo,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,ASTON MARTIN,null,68800,km,Virage,ASTON MARTIN Virage,null,car,null,null,null
Coupé,White,Occasion,null,null,Zuzwil,null,DeLorean,null,15000,km,De Lorean DMC-12,DeLorean De Lorean DMC-12,null,car,null,null,null
Convertible,Gray,Occasion,null,null,Zuzwil,null,MASERATI,null,50300,km,Spyder GT,MASERATI Spyder GT,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,69500,km,Cayenne Turbo,PORSCHE Cayenne Turbo,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,FERRARI,null,36000,km,612,FERRARI 612,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,FORD (USA),null,4300,km,Mustang 5.0 GT Premium 50 Years,FORD (USA) Mustang 5.0 GT Premium 50 Years,null,car,null,null,null
Saloon,White,Oldtimer,null,null,Safenwil,null,MINI,null,44300,km,1000,MINI MINI 1000,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,BMW,null,68500,km,M5,BMW M5,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,69100,km,S 320,MERCEDES-BENZ S 320,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,JEEP,null,133500,km,Grand Cherokee 5.2 Ltd.,JEEP Grand Cherokee 5.2 Ltd.,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BENTLEY,null,21700,km,Arnage Red Label,BENTLEY Arnage Red Label,null,car,null,null,null
SUV,Silver,Occasion,null,null,Zuzwil,null,BMW,null,60100,km,X5 4.4i,BMW X5 4.4i,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,45300,km,SL 600,MERCEDES-BENZ SL 600,null,car,null,null,null
Convertible,White,Occasion,null,null,Zuzwil,null,AGM,null,1,km,WLR,AGM WLR,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,BMW-ALPINA,null,150200,km,7 SERIES B7 Turbo Coupé,BMW-ALPINA 7 SERIES B7 Turbo Coupé,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,ALFA ROMEO,null,79380,km,GT 1300 Junior,ALFA ROMEO GT 1300 Junior,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,114000,km,Cayenne Turbo,PORSCHE Cayenne Turbo,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,BMW,null,29600,km,M6,BMW M6,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,BMW,null,79100,km,645i,BMW 645i,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,PORSCHE,null,25900,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,53400,km,911 GT2,PORSCHE 911 GT2,null,car,null,null,null
SUV,Gray,Occasion,null,null,Zuzwil,null,PORSCHE,null,68700,km,Cayenne Turbo,PORSCHE Cayenne Turbo,null,car,null,null,null
Coupé,Green,Occasion,null,null,Zuzwil,null,FIAT,null,131000,km,Dino 2400 Coupé,FIAT Dino 2400 Coupé,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,AUDI,null,66300,km,A8 4.2 quattro,AUDI A8 4.2 quattro,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,VW,null,33500,km,Jetta 2.0 TDI Comfort,VW Jetta 2.0 TDI Comfort,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,MASERATI,null,62300,km,Coupé GT,MASERATI Coupé GT,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,BMW,null,42000,km,750iL,BMW 750iL,null,car,null,null,null
SUV,Blue,Occasion,null,null,Zuzwil,null,HUMMER,null,127700,km,H3 3.5 Luxury,HUMMER H3 3.5 Luxury,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,16500,km,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,BMW,null,32000,km,M6,BMW M6,null,car,null,null,null
Station Wagon,Gray,Occasion,null,null,Zuzwil,null,BMW,null,85800,km,540i Touring,BMW 540i Touring,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,51000,km,SL 500 Edition,MERCEDES-BENZ SL 500 Edition,null,car,null,null,null
Coupé,Silver,Oldtimer,null,null,Sursee,null,FERRARI,null,8000,km,365 Daytona Plexiglas,FERRARI 365 Daytona Plexiglas,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,27800,km,CL 500,MERCEDES-BENZ CL 500,null,car,null,null,null
Convertible,Gray,Occasion,null,null,Zuzwil,null,BMW,null,1600,km,M3,BMW M3,null,car,null,null,null
Saloon,Gray,Occasion,null,null,Zuzwil,null,BMW,null,65400,km,740i,BMW 740i,null,car,null,null,null
Convertible,Gray,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,6000,km,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,null,car,null,null,null
Convertible,Green,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,7600,km,SL 500,MERCEDES-BENZ SL 500,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,35100,km,911 Carrera 4,PORSCHE 911 Carrera 4,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,49600,km,G 55 AMG,MERCEDES-BENZ G 55 AMG,null,car,null,null,null
Convertible,Gray,Oldtimer,null,null,Safenwil,null,AUSTIN-HEALEY,null,16900,km,100/Six BN6 Roadster,AUSTIN-HEALEY 100/Six BN6 Roadster,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,70700,km,E 50 AMG Avantgarde,MERCEDES-BENZ E 50 AMG Avantgarde,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,20500,km,SL 500,MERCEDES-BENZ SL 500,null,car,null,null,null
Station Wagon,Blue,Occasion,null,null,Zuzwil,null,BMW,null,108500,km,530d Touring,BMW 530d Touring,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,BENTLEY,null,29000,km,Continental FlyingSpur6.0,BENTLEY Continental FlyingSpur6.0,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,BMW,null,35000,km,M3 CSL,BMW M3 CSL,null,car,null,null,null
Convertible,Green,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,16300,km,SL 500,MERCEDES-BENZ SL 500,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,FERRARI,null,680,km,458 Italia 4.5 V8,FERRARI 458 Italia 4.5 V8,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,32500,km,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,FERRARI,null,25000,km,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,RENAULT,null,75700,km,Alpine A110 1300,RENAULT Alpine A110 1300,null,car,null,null,null
Coupé,Gray,Neu,null,null,Zuzwil,null,MERCEDES-BENZ,null,165,km,CL 500,MERCEDES-BENZ CL 500,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,28100,km,G 63 AMG,MERCEDES-BENZ G 63 AMG,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,FORD,null,1000,km,RS200 EVO Gruppe B,FORD RS200 EVO Gruppe B,null,car,null,null,null
Coupé,Red,Occasion,null,null,Zuzwil,null,PORSCHE,null,21100,km,911 GT3 CS,PORSCHE 911 GT3 CS,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,54100,km,911 GT2,PORSCHE 911 GT2,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,BMW,null,66800,km,X5 4.4i,BMW X5 4.4i,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,NISSAN,null,98000,km,Sunny 2.0 16V GTI-R,NISSAN Sunny 2.0 16V GTI-R,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,LAMBORGHINI,null,7300,km,Gallardo LP550-2 Cpé V.B.,LAMBORGHINI Gallardo LP550-2 Cpé V.B.,null,car,null,null,null
Station Wagon,Blue,Occasion,null,null,Zuzwil,null,AUDI,null,185900,km,S4 Avant quattro,AUDI S4 Avant quattro,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,BMW,null,81900,km,330Ci,BMW 330Ci,null,car,null,null,null
Convertible,Black,Occasion,null,null,Porrentruy,null,LAMBORGHINI,null,1999,km,Aventador LP700-4 Rds,LAMBORGHINI Aventador LP700-4 Rds,null,car,null,null,null
Convertible,Green,Occasion,null,null,Zuzwil,null,BENTLEY,null,15000,km,Continental Supersports Conv.,BENTLEY Continental Supersports Conv.,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,29000,km,E 63 AMG,MERCEDES-BENZ E 63 AMG,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,47700,km,SL 250 Pagode,MERCEDES-BENZ SL 250 Pagode,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BMW,null,94500,km,760i L,BMW 760i L,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BENTLEY,null,36000,km,Arnage T,BENTLEY Arnage T,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BMW,null,129800,km,3.0 CSL,BMW 3.0 CSL,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,ASTON MARTIN,null,97200,km,DB7,ASTON MARTIN DB7,null,car,null,null,null
SUV,White,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,37500,km,ML 500 4Matic,MERCEDES-BENZ ML 500 4Matic,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,RENAULT,null,90000,km,Alpine A110 Modell 1400 FASA,RENAULT Alpine A110 Modell 1400 FASA,null,car,null,null,null
SUV,Gray,Occasion,null,null,Zuzwil,null,PORSCHE,null,31000,km,Cayenne Turbo,PORSCHE Cayenne Turbo,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,77000,km,911 GT3,PORSCHE 911 GT3,null,car,null,null,null
Saloon,White,Occasion,null,null,Zuzwil,null,VW,null,48300,km,Phaeton 3.0 TDi V6 4M,VW Phaeton 3.0 TDi V6 4M,null,car,null,null,null
Saloon,Gray,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,29200,km,E 500 Avantgarde,MERCEDES-BENZ E 500 Avantgarde,null,car,null,null,null
Coupé,Black,Occasion,null,null,Sursee,null,BUGATTI,null,20000,km,Veyron 16.4,BUGATTI Veyron 16.4,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,4900,km,S 63 AMG,MERCEDES-BENZ S 63 AMG,null,car,null,null,null
Saloon,White,Occasion,null,null,Zuzwil,null,AUDI,null,94700,km,A8 4.2 quattro,AUDI A8 4.2 quattro,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,BENTLEY,null,76200,km,Continental GTC 6.0,BENTLEY Continental GTC 6.0,null,car,null,null,null
Convertible,Red,Occasion,null,null,Zuzwil,null,ASTON MARTIN,null,41000,km,DB9 Volante,ASTON MARTIN DB9 Volante,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,MASERATI,null,80000,km,Quattroporte 4.2 Sport GT,MASERATI Quattroporte 4.2 Sport GT,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,LAMBORGHINI,null,28500,km,Gallardo LP560-4 Coupé,LAMBORGHINI Gallardo LP560-4 Coupé,null,car,null,null,null
Convertible,Red,Occasion,null,null,Zuzwil,null,PORSCHE,null,14400,km,911 Turbo Cabrio,PORSCHE 911 Turbo Cabrio,null,car,null,null,null
